"muscles_p1-final.Label-Analysis---orientation"
"BaryCenterX","BaryCenterY","BaryCenterZ","Length3d","Length3dInputX","Length3dInputY","Length3dInputZ","Length3dOutputX","Length3dOutputY","Length3dOutputZ","LengthOrientPhi","LengthOrientTheta","Volume3d","index"
29.7678,21.0381,44.1042,0.95618,29.9158,20.6999,43.8657,29.5198,21.3838,44.3517,58.6268,124.909,0.00476466,2184
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2185
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2186
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2187
28.7019,20.5292,43.7959,2.46701,28.2418,19.6559,42.9837,28.9978,21.3659,44.5857,47.4118,55.3851,0.0161952,2188
29.0754,21.03,43.8306,1.35957,28.7998,20.4299,43.5777,29.2138,21.5638,44.1717,71.8695,68.6512,0.0105674,2189
29.2317,21.138,43.7371,1.21608,29.0158,20.7359,43.5597,29.5378,21.6718,44.1357,71.8695,68.6512,0.0114422,2190
28.874,20.84,43.8904,1.18195,28.7998,20.4659,43.5417,28.9258,21.2939,44.3697,52.462,92.4823,0.00966346,2191
28.6705,20.5504,44.1488,2.00884,28.3858,19.8899,43.2897,28.8178,21.1679,44.8017,47.4118,55.3851,0.0112381,2192
28.544,20.4737,43.8348,2.4986,28.0978,19.6199,42.7497,28.6198,21.2219,44.6397,47.4118,55.3851,0.0211815,2193
28.6043,20.4257,43.5924,3.03744,28.1338,19.4759,42.4077,29.0518,21.3119,44.6397,47.4118,55.3851,0.0173499,2194
28.1705,20.7989,43.9252,1.48777,28.0798,20.1239,43.4337,28.4398,21.3479,44.2437,71.8695,68.6512,0.0193153,2195
28.1038,20.4619,43.5078,1.88867,28.0798,19.7639,43.0917,28.2598,21.3479,44.0997,52.462,92.4823,0.0437509,2196
30.1602,21.3366,43.2492,1.50464,30.0418,20.7719,42.7857,29.9698,21.8878,43.7577,52.462,92.4823,0.0110573,2197
30.3028,21.4421,43.2905,1.35547,30.5458,21.0239,42.7497,30.0958,21.9058,43.6857,58.6268,124.909,0.00831046,2198
30.5314,21.5306,43.4113,1.95445,30.8158,20.7719,42.6597,30.1498,22.1578,43.8657,58.6268,124.909,0.0119087,2199
30.6451,21.362,43.4004,1.83248,30.7078,20.6999,42.7857,30.3838,22.1218,43.8837,52.462,92.4823,0.0140374,2200
30.9013,21.1664,43.1928,2.70526,30.9778,20.1959,42.2997,30.7258,22.2658,43.9917,52.462,92.4823,0.0180731,2201
30.8027,21.3494,43.6158,2.38664,30.9418,20.4659,42.5877,30.5458,22.2658,44.0997,52.462,92.4823,0.0207266,2202
30.7654,21.2296,43.7758,2.10591,30.7618,20.5739,43.0737,30.4918,22.1218,44.4597,52.462,92.4823,0.012387,2203
31.3078,21.4285,43.7267,2.86828,31.6618,20.4299,42.5337,30.8338,22.4458,44.4957,58.6268,124.909,0.0247506,2204
31.7725,21.0475,43.5368,4.17565,32.6338,19.6019,42.2097,30.9958,22.5718,44.6397,58.6268,124.909,0.0436693,2205
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2206
31.8256,21.9002,44.613,1.73902,32.2558,21.1859,44.2077,31.4818,22.6438,44.8017,58.6268,124.909,0.00852624,2207
31.8325,21.8115,44.4862,1.57283,32.0938,21.1499,44.2617,31.4998,22.5898,44.5857,77.2382,98.9126,0.00935437,2208
32.3493,21.8425,44.6796,1.85487,32.9038,21.0959,44.3157,31.8238,22.5358,44.7657,85.3667,124.189,0.0226686,2209
31.8379,21.4862,43.8121,2.56631,32.2378,20.5379,42.8577,31.5358,22.5718,44.3337,58.6268,124.909,0.014294,2210
31.3509,21.7841,43.9175,2.12037,31.6978,20.9519,43.2177,30.9958,22.5898,44.3697,58.6268,124.909,0.0199043,2211
31.8179,21.4296,43.5319,3.96675,32.6158,19.6919,42.0477,31.2658,22.7518,44.2257,58.6268,124.909,0.0317022,2212
32.0522,21.8912,44.1238,1.58427,32.2198,21.2759,43.6677,31.8418,22.5898,44.4957,52.462,92.4823,0.0176882,2213
31.433,21.7818,43.4957,1.64679,31.6618,21.3299,42.9837,31.0858,22.4998,43.9737,58.6268,124.909,0.0142707,2214
31.9563,20.8092,42.903,3.77336,32.4358,19.4219,41.9757,31.3738,22.5538,43.9557,58.6268,124.909,0.0250772,2215
32.1295,20.8857,42.958,3.90086,32.8678,19.5119,41.9037,31.4278,22.4818,43.9917,58.6268,124.909,0.0232985,2216
31.438,21.8363,43.7561,1.88164,31.8058,21.0779,43.2177,31.0858,22.5898,44.0637,58.6268,124.909,0.0118738,2217
31.1444,21.701,43.3218,2.24367,31.4458,20.8799,42.6597,30.7798,22.5718,44.0097,58.6268,124.909,0.0306583,2218
31.3828,21.7434,43.0073,2.40664,31.5718,21.0239,42.0477,31.1038,22.6798,43.7757,52.462,92.4823,0.0269842,2219
30.5045,21.445,43.9677,1.42825,30.7078,20.8799,43.4877,30.2398,22.0138,44.2077,58.6268,124.909,0.0103633,2220
31.2409,21.6857,43.7132,2.04562,31.4998,20.9159,43.0737,30.9058,22.5358,44.2077,58.6268,124.909,0.0138158,2221
31.2042,21.5498,43.6549,2.10704,31.4098,20.8619,42.9837,30.8518,22.4818,44.2617,52.462,92.4823,0.0235492,2222
31.6285,21.7393,43.2926,2.21793,31.9858,20.8259,42.6237,31.3738,22.6258,43.8297,58.6268,124.909,0.0208024,2223
31.8391,21.7719,43.1088,2.50267,32.1298,20.8259,42.4077,31.5178,22.8598,43.7937,52.462,92.4823,0.0330727,2224
31.836,21.9721,43.5245,1.58692,32.0578,21.4558,42.8397,31.6978,22.6078,43.8837,52.462,92.4823,0.0126436,2225
32.1511,21.2146,43.3954,3.18221,32.7058,19.7279,42.5517,31.8418,22.5358,44.0097,77.2382,98.9126,0.0404676,2226
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2227
32.2475,21.8899,43.8511,1.41049,32.3998,21.3299,43.6137,32.0218,22.5898,44.1357,77.2382,98.9126,0.0105616,2228
32.0901,21.8805,43.4976,1.53548,32.3098,21.2939,43.2357,32.0038,22.6618,43.9017,77.2382,98.9126,0.015128,2229
32.1248,21.693,42.8733,2.7193,32.3458,20.9519,41.9577,32.0038,22.8418,43.9017,52.462,92.4823,0.0233684,2230
31.8644,22.2394,43.39,1.24835,32.0218,21.7798,43.0017,31.7158,22.7698,43.7037,52.462,92.4823,0.00922024,2231
30.7979,21.5232,43.2532,1.92013,31.0678,20.9699,42.6417,30.4198,22.2658,43.9197,58.6268,124.909,0.0160202,2232
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2233
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2234
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2235
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2236
32.4168,21.8725,43.7046,1.50776,32.4718,21.1499,43.6317,32.2558,22.5898,43.9197,77.2382,98.9126,0.0116055,2237
32.2938,21.9636,43.1559,1.4498,32.3278,21.4738,42.8397,32.2558,22.5898,43.7217,52.462,92.4823,0.0117338,2238
31.8921,21.9503,42.9037,1.77635,32.1298,21.3119,42.3717,31.6438,22.7698,43.3077,58.6268,124.909,0.0130285,2239
32.34,21.4216,42.3376,3.43529,32.5978,20.1239,41.4357,32.0398,22.7698,43.5597,52.462,92.4823,0.024354,2240
32.2285,21.5098,42.5034,3.09417,32.5078,20.3579,41.5617,31.9498,22.6978,43.5237,52.462,92.4823,0.0194844,2241
31.6067,21.8542,42.9711,1.9437,31.8778,21.0059,42.4617,31.4458,22.7158,43.3617,52.462,92.4823,0.0185921,2242
31.8449,22.0268,42.6119,2.09927,32.1298,21.2759,41.9757,31.5358,22.9858,43.0917,58.6268,124.909,0.0217355,2243
32.0047,21.7678,42.5964,1.35201,32.3098,21.3659,42.1737,31.7518,22.2478,43.0017,58.6268,124.909,0.00710326,2244
31.7334,21.7477,42.655,2.06414,31.9678,21.0779,42.1017,31.4458,22.7698,43.2177,52.462,92.4823,0.0281739,2245
32.1153,22.1698,42.2845,2.02379,32.3098,21.4378,41.5797,32.0038,22.9498,42.8757,52.462,92.4823,0.0215139,2246
32.2316,21.9035,42.3959,2.45108,32.5978,21.0959,41.4717,31.9858,22.7878,43.2177,52.462,92.4823,0.0186971,2247
31.7041,22.1995,42.2956,2.40249,31.9498,21.1679,41.3997,31.5718,23.0578,42.8217,52.462,92.4823,0.0245232,2248
31.8689,21.933,41.8701,2.47734,31.9858,21.0059,41.1657,31.8238,22.9858,42.6057,52.462,92.4823,0.0247156,2249
31.4731,22.0456,42.004,2.10148,31.6258,21.3299,41.4177,31.2298,22.9498,42.6957,52.462,92.4823,0.0262086,2250
31.6977,22.2908,41.9279,2.2976,31.8238,21.2939,41.2377,31.6258,23.1838,42.4977,52.462,92.4823,0.0226278,2251
31.8692,22.4587,41.8123,1.77049,32.0038,21.8158,41.2197,31.8238,23.1658,42.3177,52.462,92.4823,0.0124919,2252
32.0966,22.4992,42.0805,1.57751,31.9678,21.8518,41.6517,32.2018,23.1838,42.4797,52.462,92.4823,0.0142007,2253
32.0795,22.4363,41.8391,1.58142,31.9678,21.8338,41.4357,32.1838,23.1838,42.2457,52.462,92.4823,0.0109756,2254
32.5661,22.4936,40.8764,2.06039,32.7418,21.7078,40.3377,32.6158,23.2738,41.6337,52.462,92.4823,0.0247739,2255
33.1731,22.3927,40.0466,2.49679,33.4978,21.6898,39.2037,32.8678,23.2198,41.1837,27.6049,91.7724,0.0244182,2256
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2257
33.0774,22.7915,39.8978,2.3712,33.1378,22.2298,38.8617,32.9758,23.3998,40.8957,27.6049,91.7724,0.0263369,2258
32.67,22.7876,40.6925,2.57603,33.0118,21.9418,39.6897,32.5618,23.6878,41.5797,52.462,92.4823,0.0258295,2259
32.8494,22.5651,40.2218,2.73337,33.0298,21.8158,39.0957,32.6878,23.4178,41.3097,27.6049,91.7724,0.0194202,2260
32.1166,22.87,40.7457,2.64191,32.3998,22.0678,39.6897,32.0758,23.9578,41.5077,52.462,92.4823,0.025188,2261
31.9987,22.7955,40.4524,2.66257,32.3458,21.9418,39.4737,31.6438,23.8138,41.3277,52.462,92.4823,0.0248556,2262
31.3558,23.7265,40.4046,1.63173,31.5358,23.3638,39.7257,31.3198,24.2098,41.0937,27.6049,91.7724,0.0148597,2263
31.3551,23.4879,40.4004,1.70521,31.4458,22.9678,39.7977,31.3378,23.9758,41.1657,27.6049,91.7724,0.020575,2264
31.1995,23.1949,40.405,1.9884,31.2298,22.5718,39.8517,30.9958,23.9038,41.3277,52.462,92.4823,0.0199626,2265
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2266
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2267
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2268
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2269
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2270
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2271
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2272
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2273
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2274
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2275
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2276
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2277
30.8768,19.3502,45.1095,7.34001,32.5078,20.6279,41.4897,29.8438,18.0359,47.9697,33.0205,-113.838,0.40376,2278
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2279
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2280
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2281
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2282
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2283
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2284
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2285
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2286
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2287
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2288
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2289
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2290
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2291
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2292
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2293
23.259,19.4398,45.6126,5.3357,24.0479,20.1599,43.0197,22.3739,18.8819,48.0597,31.1165,-166.64,0.116737,2294
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2295
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2296
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2297
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2298
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2299
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2300
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2301
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2302
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2303
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2304
22.957,19.5534,45.3514,8.40652,24.7679,20.5379,41.0397,21.6179,19.1159,48.7797,31.1165,-166.64,0.128436,2305
23.5324,20.1363,45.741,5.42123,24.5879,20.4479,43.2897,22.5899,19.8179,48.3297,31.1165,-166.64,0.169335,2306
23.5583,20.2342,46.3041,5.74753,24.7679,20.6459,43.3797,22.7339,20.0159,48.7797,31.1165,-166.64,0.0733712,2307
23.3386,19.2439,45.3163,7.63402,24.8039,20.1599,41.7597,22.1219,18.7199,48.8697,31.1165,-166.64,0.101323,2308
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2309
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2310
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2311
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2312
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2313
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2314
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2315
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2316
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2317
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2318
26.5133,18.6332,44.9632,8.29316,29.0518,20.1239,41.8497,24.4979,17.8199,48.5097,31.1165,-166.64,0.170583,2319
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2320
26.5737,18.9723,44.4521,7.08122,28.1338,20.4299,41.2197,25.1999,18.4859,47.4657,31.1165,-166.64,0.219157,2321
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2322
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2323
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2324
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2325
24.6712,20.0716,43.2246,7.31588,26.2079,21.7978,39.0597,23.8499,19.4219,45.7197,33.0205,-113.838,0.301883,2326
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2327
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2328
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2329
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2330
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2331
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2332
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2333
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2334
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2335
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2336
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2337
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2338
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2339
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2340
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2341
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2342
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2343
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2344
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2345
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2346
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2347
33.8767,20.2778,43.0472,3.53012,34.9558,21.2939,41.1477,33.5158,20.2139,44.2437,31.1165,-166.64,0.0792497,2348
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2349
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2350
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2351
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2352
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2353
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2354
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2355
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2356
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2357
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2358
34.7736,30.8113,44.9352,4.5928,34.4158,30.1318,42.8397,34.9558,30.8338,47.4477,22.6546,29.5546,0.106596,2359
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2360
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2361
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2362
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2363
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2364
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2365
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2366
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2367
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2368
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2369
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2370
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2371
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2372
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2373
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2374
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2375
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2376
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2377
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2378
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2379
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2380
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2381
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2382
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2383
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2384
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2385
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2386
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2387
36.3273,30.6471,45.5836,5.50022,36.3058,30.6358,43.0197,36.1258,30.3658,48.5097,5.72958,180,0.0964947,2388
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2389
36.9475,30.7332,46.7302,3.7236,37.1338,30.6718,45.1797,36.8098,30.8158,48.8697,5.72958,180,0.0737852,2390
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2391
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2392
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2393
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2394
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2395
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2396
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2397
34.8904,31.9705,44.138,3.90499,34.4878,31.2118,42.2997,35.2978,32.3638,45.9717,22.6546,29.5546,0.0440542,2398
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2399
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2400
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2401
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2402
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2403
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2404
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2405
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2406
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2407
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2408
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2409
34.5121,33.0895,43.8478,3.38948,34.3618,32.9038,42.2097,34.9018,33.4798,45.5397,22.6546,29.5546,0.0614799,2410
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2411
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2412
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2413
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2414
36.2812,31.2371,45.8891,5.81544,35.9098,31.9858,42.9297,36.6838,30.7258,48.5997,23.5183,-58.2561,0.0492563,2415
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2416
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2417
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2418
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2419
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2420
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2421
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2422
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2423
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2424
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2425
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2426
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2427
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2428
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2429
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2430
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2431
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2432
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2433
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2434
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2435
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2436
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2437
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2438
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2439
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2440
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2441
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2442
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2443
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2444
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2445
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2446
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2447
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2448
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2449
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2450
30.719,32.6167,46.4731,5.07499,29.5198,32.7598,44.3697,31.9138,32.2378,48.8697,38.3848,-10.324,0.0568494,2451
31.469,33.4364,46.204,5.87719,30.2578,32.6878,43.2897,32.3098,34.0738,48.5997,22.6546,29.5546,0.0702219,2452
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2453
31.7498,32.0077,46.8459,5.19417,29.9698,32.1298,44.7297,32.9578,31.8958,48.9597,38.3848,-10.324,0.0787424,2454
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2455
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2456
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2457
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2458
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2459
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2460
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2461
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2462
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2463
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2464
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2465
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2466
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2467
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2468
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2469
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2470
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2471
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2472
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2473
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2474
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2475
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2476
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2477
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2478
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2479
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2480
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2481
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2482
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2483
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2484
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2485
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2486
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2487
30.4882,34.497,44.2659,4.97114,28.9078,34.3078,42.0297,31.6258,34.5958,46.2597,38.3848,-10.324,0.0671835,2488
32.0126,33.4682,44.8277,5.26752,31.4818,33.0478,42.2097,32.5978,33.7498,47.3397,22.6546,29.5546,0.0509125,2489
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2490
35.4742,31.4303,44.7384,3.98142,36.0178,31.5538,42.9837,34.7038,31.0678,46.7637,31.1165,-166.64,0.0339242,2491
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2492
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2493
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2494
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2495
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2496
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,2497
